file_name,QuestionText,answer,confidence
Rain On A Window.wav,How is the weather?,raining,Yes
Rain On A Window.wav,How is the weather?,raining,Yes
Rain On A Window.wav,How is the weather?,rainy,Yes
Wood chopping ambience.wav,How many times can a solid object be heard coming into contact with another solid object?,twenty,No
Wood chopping ambience.wav,How many times can a solid object be heard coming into contact with another solid object?,seventeen,Maybe
Wood chopping ambience.wav,How many times can a solid object be heard coming into contact with another solid object?,seventeen,Yes
drop.wav,How many tapping sounds can be heard?,twenty,Yes
drop.wav,How many tapping sounds can be heard?,ten,Maybe
drop.wav,How many tapping sounds can be heard?,twenty,Yes
thunderstorm_1.wav,how many times does the thunder sound?,three,No
thunderstorm_1.wav,how many times does the thunder sound?,four,No
thunderstorm_1.wav,how many times does the thunder sound?,two,Maybe
Remix of 101674__Robinhood76__01906_aluminium_foil_&#39;space-alien radio-static remix&#39;.wav,How many times is there a break of silence?,three,Yes
Remix of 101674__Robinhood76__01906_aluminium_foil_&#39;space-alien radio-static remix&#39;.wav,How many times is there a break of silence?,twice,Maybe
Remix of 101674__Robinhood76__01906_aluminium_foil_&#39;space-alien radio-static remix&#39;.wav,How many times is there a break of silence?,two,Maybe
Glass pieces smashed.wav,How many times is the object crushed?,fourteen,Yes
Glass pieces smashed.wav,How many times is the object crushed?,fourteen,Maybe
Glass pieces smashed.wav,How many times is the object crushed?,thirteen,Yes
KnifeScrapingWoodWhittling.wav,How many times is something scratched?,fifteen,Maybe
KnifeScrapingWoodWhittling.wav,How many times is something scratched?,fifteen,No
KnifeScrapingWoodWhittling.wav,How many times is something scratched?,fourteen,Maybe
5 minutes of White Noise.wav,How many different noise sources can be heard throughout the clip?,one,Yes
5 minutes of White Noise.wav,How many different noise sources can be heard throughout the clip?,one,Yes
5 minutes of White Noise.wav,How many different noise sources can be heard throughout the clip?,one,No
Calle pequena.wav,How many wheels do these vehicles have?,cars,Yes
Calle pequena.wav,How many wheels do these vehicles have?,four,Yes
Calle pequena.wav,How many wheels do these vehicles have?,four,Yes
14.12.2011.002.wav,How many vehicles can be heard?,three,Maybe
14.12.2011.002.wav,How many vehicles can be heard?,one,Maybe
14.12.2011.002.wav,How many vehicles can be heard?,one,Yes
steaming_water_ambience.wav,How is the weather outside ?,raining,Yes
steaming_water_ambience.wav,How is the weather outside ?,rainy,Yes
steaming_water_ambience.wav,How is the weather outside ?,rainy,Yes
Rock-various hits.wav,how many times is the tap heard?,thirteen,Yes
Rock-various hits.wav,how many times is the tap heard?,four,Maybe
Rock-various hits.wav,how many times is the tap heard?,thirteen,Yes
Toy Car.wav,How many objects are being moved?,five,Maybe
Toy Car.wav,How many objects are being moved?,many,Yes
Toy Car.wav,How many objects are being moved?,one,Maybe
Traffic in Rue Blanche - Paris - France.wav,How many cars drive by?,five,No
Traffic in Rue Blanche - Paris - France.wav,How many cars drive by?,one,Yes
Traffic in Rue Blanche - Paris - France.wav,How many cars drive by?,two,No
marissa sound 2.wav,how many times does the chime sound?,twelve,Maybe
marissa sound 2.wav,how many times does the chime sound?,nine,Yes
marissa sound 2.wav,how many times does the chime sound?,nine,Yes
Dog and crow under the rain in the alpine forest.wav,How many times does the dog bark?,eleven,Yes
Dog and crow under the rain in the alpine forest.wav,How many times does the dog bark?,twelve,Yes
Dog and crow under the rain in the alpine forest.wav,How many times does the dog bark?,ten,Yes
Shower and walk - rear.wav,How is the weather?,rainy,Yes
Shower and walk - rear.wav,How is the weather?,raining,Yes
Shower and walk - rear.wav,How is the weather?,rainy,Yes
Shower and walk - rear.wav,How many times does two metal surfaces come in to contact ?,one,Yes
Shower and walk - rear.wav,How many times does two metal surfaces come in to contact ?,once,Yes
Shower and walk - rear.wav,How many times does two metal surfaces come in to contact ?,one,Maybe
